mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
291175	291175:5536:7330 
192026	192026:70:202 
71972	71972:8993:11148 
1770265	1770265:4386:5627 
299152	1616117:64:9611775 299152:4336212:6250020 455432:140:8918341 
1710	92644:58:10744033 1616117:138:9611775 1710:3485201:4799757 1851544:70:4848002 455432:70:8918341 
1717	698966:1860876:2426452 698967:1862143:2427019 698964:1684819:2530584 698965:1697203:2433227 698971:1762723:2395342 698970:1850480:2484233 698973:1723737:2485420 698972:1692706:2448972 698968:1693797:2468513 698969:1815582:2478265 1717:5648623:7426520 698962:1739371:2535247 257309:1904347:2488536 698963:1894329:2499090 
1716	1232383:1577281:3350520 1232381:1577623:3350521 889513:79713:2337495 1232384:2586774:3332359 1232385:2593748:3340842 196627:3570055:6591911 945712:68563:2606275 945711:66155:2501996 340322:1593098:3362946 1204414:1781591:3309301 1121353:96870:2928386 931089:151971:3033224 455432:418:8918341 196164:52477:3219208 38289:496477:2650693 679896:79720:2335014 1705:490745:11433695 28028:42339:2758554 1121362:57450:3221654 1006579:63702:2442541 1223515:72525:2681213 1487956:457545:2471821 43770:246845:2797395 43771:62161:2377433 504474:57753:2369120 1050174:22853:2691973 191610:27928:2358785 698966:23528:2426452 698967:23496:2427019 698964:56959:2530584 698965:51360:2433227 1717:134274:7426520 698963:52868:2499090 1719:3980671:117900101 1718:24349803:39667068 698968:57428:2468513 698969:27836:2478265 1074485:75354:2310316 257309:28414:2488536 649754:92852:2790086 1404245:18116:3568020 92644:70:10744033 1200352:57445:2751134 662755:70826:2601212 1224163:33059:2833349 1451189:24755:2718683 1437875:34296:2604053 698970:27272:2484233 698973:42881:2485420 698972:50093:2448972 1079988:2586851:3329796 1310161:1768261:3079154 146827:395393:5336475 1089446:79491:2337529 306537:91849:2476624 38302:73462:2266271 996634:71772:2579089 65058:466524:17403470 156978:97854:5128437 156976:54294:2561582 681645:79655:2328109 645127:7749:2446705 1117942:79535:2337558 1072256:19774:2419338 1408268:74766:2542498 853:560:2868833 1168865:77432:2369718 35755:7038:2353966 35757:10503:3011468 858619:66043:3432908 29484:70:9934511 1431546:18324:2926307 698971:23716:2395342 1267754:49385:2315966 1437874:14224:2594700 1571470:70:6284241 1285583:112262:3131854 698962:66759:2535247 585529:39859:2349494 1616117:280:9611775 1224162:91967:2728922 1224164:43598:2931681 187491:39675:2518529 548476:103896:2819028 401472:51301:2326464 441500:42901:2632986 558173:51156:2698797 935298:79653:2335224 935697:77485:2369288 1087451:81027:2402857 1087452:79701:2337839 1087453:79712:2337507 1087454:74694:2279019 1697:93403:2808166 702967:46751:2365184 571915:6676:3473929 1652495:168676:3216929 765874:79564:2337814 136857:40344:2721127 161899:113060:2829916 1161911:80037:2365775 161896:41670:2450362 161895:12107:2791003 1408189:24725:2769646 1348662:13538:2031023 92706:2600305:3338600 
1435985	1435985:5051:7124622 
1435984	1435984:15842:7225235 
463360	463360:1767:2485 
1719	1087451:1803838:2402857 1087452:1740441:2337839 1087453:1747937:2337507 1087454:1694093:2279019 679896:1746323:2335014 1719:88340848:117900101 1161911:1764163:2365775 681645:1740688:2328109 1089446:1730072:2337529 1168865:1773593:2369718 1074485:1702651:2310316 889513:1748665:2337495 152682:70:3653276 765874:1747457:2337814 935298:1742375:2335224 1117942:1742660:2337558 935697:1778003:2369288 
1718	1232383:1038289:3350520 1232381:1038341:3350521 340322:629109:3362946 1232384:1030:3332359 1079988:420:3329796 1718:6537249:39667068 1310161:630303:3079154 1204414:769376:3309301 196627:1541997:6591911 
1417865	484895:190:45526 188350:4611:45404 1234701:4415:43931 
1168594	1168594:9634:54371 
1980633	1980633:3963:4971 
1980631	1980631:2524:3522 
620894	620894:686:2660 
381543	381543:13078:16869 
1109710	1109710:44947:65667 
2016400	2016400:24753:32300 
357809	357809:3784285:4847495 
357808	1411902:70:3956004 57320:70:4217611 357808:4528817:5801499 
40215	40215:2405948:3378208 470:385:258369532 
357804	29484:70:9934511 357804:3546934:4559499 585:70:7756773 
263793	263793:3729:5207 
1074252	1074252:2259:2832200 
11120	11120:20289:27509 
12262	12262:6957:9378 
1283331	1283331:70:5323111 
1283330	1283331:375:5323111 1283330:445:5366271 
33940	420246:2219654:3607814 33940:5101296:7261371 
33941	1111068:126493:3596521 33941:768799:7043352 
11128	11128:22997:30929 
992186	1411902:70:3956004 13690:70:5532534 992186:1043982:4417192 
1848580	585:69:7756773 59201:70:49753078 636:182:7340572 29484:103:9934511 562:70:1357174161 575:30:5889394 47917:7:18051200 1848580:1412198:4585199 
526979	526979:35253:5553932 
526978	526978:27165:5381839 
1277886	1277886:46502:159491 
526974	526974:73062:5411956 
526977	526977:1056823:10526796 
672161	672161:4606:1044183 
526971	526971:2026222:5521226 
526970	526970:289332:5703596 
353496	353496:83307:1872819 
526972	526972:943197:5649836 
1420916	1420916:3041844:3975797 475662:210:4052931 2018067:69:6499265 2033033:72:4615500 1851544:70:4848002 1616117:3:9611775 
1855726	1855726:4001837:9714914 475662:70:4052931 1851544:86:4848002 455432:70:8918341 
926	75379:15454:3461798 1851544:70:4848002 926:2538025:3343230 2033033:70:4615500 
585425	585425:1875427:2571970 
1580591	1580591:36445:46639 
1580596	1411902:917:3956004 1580596:7901361:12748996 
585423	585423:1992418:2585714 
1486422	1486422:14091:131822 
1486423	1486423:14975:18800 
1486421	1486421:34084:137906 
1486426	1486426:29234:50002 
1486427	1486427:25579:57216 
1486424	1486424:33584:42293 
1486425	1486425:3780:51279 
1289591	1289591:994268:6806209 57320:70:4217611 
1486428	1486428:23658:40187 
531844	253:15:15322547 531844:2167788:2767972 
1560339	1560339:990360:4763015 13690:70:5532534 2033033:46:4615500 575:120:5889394 
1888318	1888318:3351:4169 
1435457	1435457:8436:9910 
866895	866895:4547:4169711 
1435450	1435450:3615:4384 
1311760	1311760:5853:2702038 
188141	188141:6105:8066 
1123523	1123523:3290:2868665 
573413	573413:3644390:4653871 
698948	698948:932042:2894078 
1857843	1262512:11637:140804 292029:12012:138616 221915:26209:148218 1041526:54780:139639 1041527:49403:132024 1526408:67634:140708 1524910:42975:141808 1450142:41417:141995 1239383:42073:141737 307898:21253:141656 1572703:44437:142249 760530:66732:139707 
1857846	1235660:23:131233 1235659:23:134544 55510:33:130607 
205868	205868:17743:59372 
1857844	1173766:1081:135182 40523:2805:137520 1458855:1629:135732 
1857845	1406783:66521:146094 10685:64629:132463 
1864484	1864484:3720:5125 
1961072	1961072:2775:4081 
364106	364106:216:5179773 
1964370	1964370:5482:7865 
1964372	1964372:1312:1774 
378753	378753:4140:2697441 
1131483	1131483:3847:4935 
289397	289397:310134:1003305 
1685735	1685735:2174:2763 
985002	985002:3588728:5541092 29388:70:4971532 
13	309799:10113:1959888 515635:9479:1855461 
12470	12470:3102:4180 
1685731	1685731:679:1014 
1685730	1685730:705:946 
1685733	1685733:764:1083 
1685732	1685732:682:997 
18	338963:5094:3665794 1842532:18593:3218370 29542:43240:6382015 338966:127:4240822 
1150990	1150990:46821:60265 
1150991	1150991:171451:219273 
1685739	1685739:985:1488 
1685738	1685738:1248:1799 
1070410	1070410:5727:7137 
643562	643562:2767678:3629010 2033032:70:5099110 13690:70:5532534 57320:37519:4217611 
643561	643561:3640562:5482071 2033032:70:5099110 1851544:713:4848002 305:70:61972245 
2036817	2033032:70:5099110 305:509:61972245 2033033:140:4615500 104102:70:4139464 1851544:210:4848002 2036817:5391322:8246539 
1643450	1571470:280:6284241 1851544:70:4848002 92644:70:10744033 1411902:70:3956004 1643450:3558246:4594118 358:103:16868268 
175567	175567:13378:36420 
449447	449447:2987503:5842696 
1230587	1230587:3898:7149294 
1211417	1211417:75553:96966 
1214179	1214179:447206:2292261 
1232724	1232724:508951:5588908 439334:74:10901270 
1295642	1295642:2710902:3621016 
1923768	1923768:7124:9215 
446138	446138:5313:7161 
259898	259898:2114:2952 
1434324	1434324:218272:4005046 492670:1514:111970200 
1412501	1412501:3269:4636461 
1412502	1412502:97:4641417 
56460	475662:70:4052931 925775:2448173:5349608 56460:3493072:5393514 1851544:70:4848002 
1412505	1412505:140:4643445 
1412506	1412506:153:4641843 
1434323	1434323:32021:166878 
1412508	1412508:311:4643142 
590998	590998:3240035:4266245 1616117:140:9611775 305:70:61972245 455432:37:8918341 
519016	519016:235:1097 
196117	243232:2035:1739202 644281:1579:1772938 880724:5483:1854098 573063:838:1328095 1301915:2414:1607457 573064:1572:1507053 579137:1222:1761440 
1236401	1236401:4255:5234 
35246	35246:100468:124685 
1236403	1236403:4019:4895 
35244	35244:95649:137722 
988812	1571470:211:6284241 13690:140:5532534 475662:140:4052931 57320:72:4217611 988812:3911690:5251202 1411902:3007:3956004 
1236407	1236407:3976:5041 
1511761	1511761:2345994:4070720 
140568	12431:23:8306 150285:23:8352 
1492898	1492898:4647605:5940764 2029983:210:5279822 
100226	92644:140:10744033 1616117:496:9611775 100226:1258480:9054550 
39046	39046:5167:6277 
201	201:1057495:1562933 1453988:607613:1564910 306263:217171:1571463 1031536:293844:1502003 1453989:744231:1516356 1388750:735725:1522929 1388749:404019:1791409 
1262512	1262512:1977:140804 
392499	392499:1782218:5914949 13690:700:5532534 
55511	55511:16373:39521 
55510	55510:104083:130607 
32046	269084:5584:2696156 1140:5616:2742071 
206	1031754:1107299:1752159 1032066:1049386:1724917 1031920:1159804:1757193 206:1306597:1681212 
209	794851:54191:1567341 85963:104598:3341999 85962:112054:3333393 1382924:54139:1634753 210:2522385:71953888 592205:57087:1576659 1172562:29379:2101204 512562:55373:1608449 1431450:54624:1624340 1382922:53734:1553727 765964:56063:1635319 1407463:53295:1660370 1407462:53297:1660326 1382926:53548:1600246 1382927:54397:1634776 765963:55477:1638032 765962:56249:1657921 1163739:56098:1665620 1426844:54686:1696818 570508:53874:1683840 1321941:54632:1594445 182217:21483:1959913 357544:53777:1605538 1321939:57292:1692695 1055530:53824:1610632 1055531:55814:1635828 1055532:56535:1507633 1248726:55977:1595238 1002804:9630:1796141 907240:56706:1712270 537971:33995:2240031 693745:58162:1679831 102608:56910:1581263 1321938:54632:1594470 537970:2640:1622807 1382923:53433:1599601 1352356:113369:1621702 235279:100718:1799047 585535:54264:1566556 585538:56204:1617327 985081:52163:1548139 1311573:54674:1593438 637913:55062:1595406 866345:55207:1579495 866344:53215:1575300 866346:54905:1608907 869727:51637:1549567 382638:278974:1557390 936155:9065:1672551 1234365:56030:1666700 1391728:56033:1667203 907239:108686:1679600 1591088:3352:1829837 1163745:34605:1847592 1248725:54120:1616518 1391726:111996:3335078 1391727:55963:1667140 1163741:55164:1616810 1163740:57176:1663357 1163743:55912:1607386 1163742:54704:1660586 1055527:57311:1669678 37372:26348:2620300 679897:3003:1577998 684950:54550:1568727 222136:3250:1594691 1321940:57584:1657948 1382925:54777:1594959 76936:102163:1920733 907238:55615:1675819 1382920:54082:1633113 1055529:55757:1646040 1055528:55268:1637564 1234600:56003:1666707 907237:55032:1640444 985080:52170:1562733 1382921:55581:1637826 290847:56708:1589855 102611:55236:1650462 563041:56329:1662815 102617:54643:1624745 
32049	32049:1041490:3409242 
12042	12042:4125:5567 
1617448	1617448:3420950:4424871 
12040	12040:3685:5577 
12041	12041:4312:5811 
12045	12045:2944:5888 
576611	576611:5340688:6959198 312153:1388397:2159391 
926562	926562:3137811:3999958 28189:70:2640376 
12049	12049:4523:5754 
56486	56486:6510:8323 
117574	1327987:326:6379 1676181:245:4752 1327969:442:6354 1676183:223:4917 
10335	10335:98704:124785 
1618259	1618259:1658:2085 
1972570	1972570:9007:10920 
1124992	1124992:6621:1017234 
391090	391090:855:1272 
1938841	92644:1432:10744033 439334:13:10901270 1616117:2887:9611775 455432:282:8918341 1938841:5750506:8212256 
754345	754345:229749:2337534 29484:70:9934511 
1923110	1923110:4681:6012 
1923111	1923111:6288:8485 
1923112	1923112:5670:7597 
1923113	1923113:7817:9559 
1923114	1923114:6937:9086 
1923115	1923115:6883:9167 
1923116	1923116:7469:9757 
1923117	1923117:7470:9690 
1923118	1923118:7586:9737 
1923119	1923119:6627:8722 
838	767031:73864:2937490 264731:2007:3619460 1122984:46361:2673972 76123:75960:2861333 553174:231052:3168084 908937:24679:3349810 246198:33959:2699239 28132:230973:3167912 28131:160317:8621111 1236518:235087:3300250 575614:45441:2480071 1236517:119037:3261608 2029983:280:5279822 
1618257	1618257:1746:1997 
131112	131112:1553454:1998143 
1922648	1922648:6436:7828 
1922647	1922647:3609:4277 
1922646	1922646:6511:8603 
1922645	1922645:6563:8529 
1922644	1922644:5247:6404 
1922641	1922641:7382:9224 
1249472	1249472:130096:7446371 
1591073	1591073:4900:40235 
131082	131082:4273:5677 
1249471	1249471:3407:7312905 
1249476	1249476:2686:7313653 
1249477	1249477:96701:7203854 
1249474	1249474:3904:7315856 
186820	1196165:83:2942135 1196164:146:3017845 1196167:78:2910823 683837:46:2797537 202752:143:6038329 1196160:120:2975765 882020:139:2972073 202751:306:8758354 1196187:40:2999206 1196186:40:2954478 1196185:40:2999227 1196184:40:3032525 1196169:76:2870178 1196168:78:2910822 393126:139:2973702 393127:91:2874332 702453:13:2940027 1196166:83:2942135 552536:123:2976113 702455:69:2755071 930781:88:2947361 568819:115:2912591 930782:115:3032172 863767:147:2986461 169963:139:2944429 2756:1745:5250680 882095:230:5902427 882094:115:2912247 1196163:146:3017845 1196182:40:3032525 1639:9119:220518428 1196175:129:2907905 1437838:40:3031452 1334565:110:2907094 1457188:147:2942069 1030009:123:2976064 881621:172:2928780 393130:93:3000365 265669:159:2905088 393133:86:2903007 393119:122:2818670 879089:185:2976859 1457187:110:2951136 1196172:120:2979006 1196173:120:2979006 1196170:76:2870178 1196171:120:2979006 1196176:40:2994252 1196177:40:3000174 1196174:129:2907905 1126011:127:2901463 1196194:112:2967397 1196195:112:2965228 1196178:40:3032110 1196179:40:3032110 1196190:40:2998107 1196191:40:2999227 1196192:40:2999227 1196193:112:2967424 1196162:120:2975754 637381:40:2998955 932920:139:3022712 1288295:64:3072628 1196181:40:2999227 563174:123:2979099 882097:191:2840086 653938:40:3109480 1196180:40:2999149 879088:147:2941261 1027396:115:3021103 272626:86:3092915 1643:112:2814038 1196159:120:2971444 1196189:40:2998107 932919:147:3023728 1196183:40:3032525 1230340:159:2904532 879090:182:2882135 1196188:40:3032525 882096:113:2907043 1196161:120:2974304 1457190:102:2919439 386043:112:2814031 
878220	253:2030:15322547 172045:161:8635332 878220:4181565:5503644 
65551	526227:14952:3721372 504728:29328:6196040 
1712572	1712572:13975:17939 
481311	481311:219:297 
186822	189425:8334:7166365 189426:5702:6812374 59893:9062:6219617 481743:5407:7121566 1619311:4515:4826366 1036673:10075:8663722 324057:8504:7184831 1536772:5688:7288822 1536773:5895:6931868 1536770:5907:6787073 1536771:5304:7718426 1536774:8138:7692649 1536775:5608:6765784 1073571:6616:7919269 1333534:7168:5575385 1413214:7441:5827684 172713:7967:5778603 1042163:3852:5153531 985665:7324:6083296 44251:6793:6053300 1126833:9692:5749868 54913:10136:6436916 1450761:1890:3664736 414771:5898:8542234 1763538:4740:4756785 2023772:16190:5562429 147375:4087:4289851 59843:5530:5897286 997761:10133:8819101 1882832:22807:5519620 358681:6341:6296337 169760:7309:5658699 1462996:11291:4985802 1116391:11312:8738949 1536769:5198:8422955 1178515:6018:5012500 1566358:6891:5787105 697284:4076:4055808 1616788:4395:5517001 1052684:10290:6230924 528191:4971:7098041 162209:7301:5200040 1695218:6311:5375759 886882:9942:6238312 160799:5682:8156709 349520:8962:5394784 717605:10421:4355327 1268072:5587:5270377 1429244:8408:6019783 1477:12661:13758985 1500254:5785:4116671 1406:56800:35186840 
481315	481315:96433:123720 
315358	315358:978459:1365615 743698:976079:1364658 
1746057	1746057:14695:18598 
94290	94290:4407:5574 
1204414	1204414:9529:3309301 
1868472	1868472:4892:6301 
762376	1616117:70:9611775 762376:5032651:7358849 475662:140:4052931 1851544:3883:4848002 455432:70:8918341 
162145	162145:10278:13236 
573175	573175:25159:33178 
1747271	1747271:8042:29308 
891968	891968:1692258:2160601 
1175504	1175504:11855:52375 
1175505	1175505:684:1236 
1598147	1598147:1184642:3495793 
1598146	1598146:23479:77167 
131110	92644:70:10744033 131110:1885333:2430094 
329164	329164:6464:8305 
1922391	1922391:23216:29255 
1922390	1922390:10212:12897 
1922461	1922461:3121:3936 
1922460	1922460:3009:3807 
1805956	1805956:82777:163246 
1922464	1922464:3088:4171 
38804	38804:104667:134622 
94122	94122:2588822:5250948 
1415776	1415776:25648:1747289 
1415774	1415774:1419690:3914406 
1415775	1415775:1774766:3338432 
1415773	1415773:547862:702412 
1301098	475662:140:4052931 305:70:61972245 2033033:70:4615500 1851544:140:4848002 548:70:26624894 2018067:70:6499265 1301098:4153478:6162806 
377610	377610:1660:2668 
377611	377611:616:1251 
743965	743965:147857:832504 
339965	339965:1035:1255 329289:563:796 
743967	743967:690701:894952 
743966	743966:592045:760141 
1340494	1340494:70:4057388 
1340495	1340495:201530:2092582 
60456	60456:13456:16509 
2025949	1571470:70:6284241 2025949:4166900:5465699 13690:70:5532534 1851544:70:4848002 358:70:16868268 
477641	1616117:69:9611775 477641:4246960:5575418 475662:70:4052931 455432:280:8918341 
10759	10759:13460:38109 
104766	67585:53:7119 283824:39:7115 1436892:13:7033 2038729:37:7268 59817:218:7201 
1401297	1401297:31035:41505 
188937	188937:3880805:5751393 
1885919	1885919:786102:3442183 358:70:16868268 
920	243159:1982070:2982298 380394:1997199:2884939 
53945	391616:79009:5477952 1458307:5327:3264430 391626:63993:4875283 
10752	10752:54019:70054 
1243585	59201:911:49753078 1243585:147604:5196221 1243586:112964:4874816 
36745	931276:2781017:6666247 36745:4753687:6219196 
1340842	1340842:4536:1666681 
11809	11809:2921:5734 
62322	585:140:7756773 402882:2666978:5312712 693970:3880845:5525622 693974:3776083:5199104 693973:3926291:5368569 2033032:70:5099110 325240:3900514:5342401 29484:70:9934511 407976:2608282:5358488 399599:3978535:5547148 693971:3721327:5048919 
11801	11801:3683:8233 
329381	329381:43964:176689 
329380	1837930:4848:168830 1391224:2192:167219 1863011:2192:169522 1720500:8897:167025 1720501:7779:167368 1720494:8801:167199 1837931:4477:169837 329381:92141:176689 760732:171:163994 1673887:114092:177589 10693:29576:336597 115991:83351:180401 260149:176:235037 1493509:2099:178918 1493508:13674:172589 1141138:57594:178094 1204516:135:231644 268746:58:252302 762660:41:167575 1493512:11727:174786 1815631:4059:159779 1871313:119714:180120 227470:3021:233135 760939:59:169848 879630:1217:225169 1863007:9207:166535 31533:12582:168303 1863009:12495:168894 1863008:10607:170551 1493514:2935:192009 1493510:32432:189319 1493511:139:228044 1307804:57326:176128 1493513:30812:190607 1340810:1997:189212 1079998:7907:175944 1340812:6678:170339 555387:315:194355 926067:2516:221907 1445860:4528:159815 382359:413:177201 45406:10789:165791 1079999:261:172780 1701810:50649:178083 197310:10313:165330 279006:28:159702 69609:10722:165049 1527524:123540:178072 1054480:13423:166353 293178:1810:170424 
614034	614034:1464:2685 
1150601	1150601:290032:5846647 
985006	985006:176640:2753629 
1500757	1500757:34276:50991 
1925019	1925019:3703:5087 
48664	48664:14703390:21444453 1616117:44:9611775 
756828	756828:1169305:3708789 
1899566	1899566:6934:8426 
762905	762905:17331:22644 
530584	1571470:70:6284241 475662:70:4052931 455432:279:8918341 92644:71:10744033 1616117:76:9611775 530584:5420594:6986215 
1069533	1069533:1071605:2008051 
348449	348449:2615:3459 
762903	762903:3610452:4635137 2029983:2179:5279822 172045:946:8635332 
188938	188938:10004:12174 
85643	1571470:37:6284241 475662:350:4052931 305:150:61972245 2033033:57:4615500 85643:3322509:4574388 1851544:210:4848002 
1091045	1091045:14099:2488527 
11191	11191:11791:15285 
188932	188932:4643727:5950440 
44742	57320:54:4217611 44742:2883650:3699211 1851544:70:4848002 475662:70:4052931 853:70:2868833 
701456	701456:7590:53038 
1746058	1746058:12972:16149 
1746059	1746059:20085:26216 
1208658	1571470:70:6284241 1208658:824350:5091718 1616117:70:9611775 
1565088	1565088:2345:2824 
1962264	1571470:70:6284241 475662:70:4052931 1962264:3668836:4803587 
1441627	573:105:628984566 562:529:1357174161 1441627:12587:5427893 
1441629	1441629:4413274:5985913 2018067:913:6499265 2033033:141:4615500 455432:70:8918341 
1441628	1441628:461539:2330486 
318835	318835:12023:15343 
1457031	1457031:193786:632271 
1150869	1150869:71:60795 
1446489	1446489:37649:108384 
517418	517418:2591740:3293357 575:70:5889394 
379066	548:70:26624894 379066:3620948:4636865 
517417	517417:1752439:2289150 
48003	48003:779364:1007073 
1162280	1162280:3618:5137 
1923677	1923677:2030:2691 
784	334380:560862:2008888 357244:609475:2126952 
785	257363:748946:1111397 1003201:749789:1112273 1003202:749545:1112858 
1175662	1175662:32877:43126 
780	1032845:60598:1278334 449216:39767:1111513 293613:88774:1159673 392021:57313:1257611 416276:64562:1375986 293614:40719:1230961 272947:39593:1111424 1105103:57528:1269592 1105102:57285:1269984 257363:38557:1111397 1105100:57565:1269738 315456:61571:1586943 1105105:57508:1267098 1105104:57359:1255582 1105109:61539:1275621 1105108:59727:1300287 444612:125270:1974392 452659:57575:1268102 109232:70547:1353351 336407:270227:1521977 369822:130722:2826458 481009:72973:1287641 1290427:39274:1111421 272951:55995:1249891 1144888:68072:1416817 33989:134751:2936396 347255:57381:1290579 1105111:67571:1480488 272944:59513:1268656 1338411:57349:1256906 1182263:289155:1378519 1105110:48571:1323082 941638:61515:1274990 1105112:60910:1278431 1105113:62103:1305269 1105114:82322:1279699 35790:1900429:39657408 652620:61249:1282988 1003202:38622:1112858 1105101:57248:1270652 1105095:39727:1111355 1105094:39806:1109705 1105097:39728:1108815 1105096:39729:1111346 782:39773:1111670 1337396:57556:1269710 783:115150:2536264 1105099:39758:1112002 1105098:39778:1111870 562019:69873:1314700 33990:279354:1579600 33992:94451:1448335 1003201:38631:1112273 1290428:39610:1109202 391896:268653:1528881 1105107:88359:1150129 
1777072	1777072:86:93655 
782	1105095:745331:1111355 1105094:743743:1109705 1105097:742553:1108815 1105096:743848:1111346 782:745488:1111670 1105099:743701:1112002 1105098:741504:1111870 272947:744952:1111424 449216:744656:1111513 1290428:738675:1109202 1290427:735348:1111421 
783	783:243862:2536264 1105104:112253:1255582 452659:121873:1268102 1338411:118927:1256906 1337396:121677:1269710 1105103:121703:1269592 1105102:113165:1269984 1105101:49870:1270652 1105100:121699:1269738 1105105:119351:1267098 392021:118774:1257611 
1408144	1408144:8263:11040 
788	293613:547277:1159673 1105107:548030:1150129 
167927	167927:6238:8047 
390236	390236:240253:2633821 
1647424	1647424:13050:29322 
1923673	1923673:2034:2748 
1849535	1849535:4130:5025 
1849534	1849534:1519:4464 
1849537	1849537:4717:6280 
1592207	1592207:848:941 
1398149	1398149:6101:7440 
710127	710127:429:1012701 
1849533	1849533:3170:4618 
172861	172861:35077:45682 
1981173	1571470:832:6284241 13690:70:5532534 1981173:3925114:6685922 475662:70:4052931 1851544:70:4848002 358:489:16868268 
1849539	1849539:6606:8240 
1981174	29484:69:9934511 2018067:81:6499265 1981174:3794604:4926855 
1564681	1564681:2010972:2614203 
561231	561231:621991:5063793 575:204:5889394 
561230	585:70:7756773 853:72:2868833 29484:560:9934511 2033032:70:5099110 2033033:70:4615500 561230:3161910:4862814 47917:280:18051200 
710128	710128:807:1011928 
1923323	1923323:3159:4031 
743035	743035:428:1284 
710696	1616117:155:9611775 475662:70:4052931 1851544:70:4848002 710696:3111507:4024283 
1923322	1923322:3028:4332 
31711	31711:3318:3942 
634168	634168:5465:6949 
31713	31713:11446:15113 
463191	92644:420:10744033 1616117:6913:9611775 463191:6280056:9039161 455432:140:8918341 
1323525	1323525:3504:4585 
1323524	1323524:3206:4554 
1469502	1469502:2551951:3276450 1411902:70:3956004 1851544:140:4848002 
1323529	1323529:3067:4555 
1923320	1923320:3020:3516 
407020	152682:70:3653276 1411902:70:3956004 13690:4455:5532534 407020:2735662:4618781 358:70:16868268 
583355	583355:2935185:3750672 358:72:16868268 
913091	562:91:1357174161 913091:35002:5090828 59201:70:49753078 548:474:26624894 
543152	543152:37870:69805 
543153	543153:54417:70011 
403	1727196:2660:5127209 1091494:1708:4796513 857087:3461:5051582 702114:3053:5080462 1704499:1600:4923262 243233:712:3304431 686340:3411:4493116 1538553:2097:5171999 
1324932	1324932:901165:6002561 
1010840	1010840:4565:1780899 
583358	583358:617531:2305993 
1923351	1923351:6191:7850 
1311573	1311573:539:1593438 
